antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({'High Hours', 'Anxiety_Present'})",frozenset({'Depression_Present'}),0.28940217391304346,0.6222826086956522,0.23369565217391305,0.807511737089202,1.2976607827459665,1.0,0.05360571242911155,1.9622879109225884,0.3228022588821203,0.34468937875751504,0.4903907859627793,0.5915287943087931
"frozenset({'High Hours', 'Improve', 'Anxiety_Present'})",frozenset({'Depression_Present'}),0.23777173913043478,0.6222826086956522,0.19157608695652173,0.8057142857142857,1.294772301933874,1.0,0.04361486885633267,1.9441336317135547,0.2986814325988292,0.2865853658536585,0.48563206577595064,0.5567872738615096
"frozenset({'Rock', 'Improve', 'Anxiety_Present'})",frozenset({'Depression_Present'}),0.1453804347826087,0.6222826086956522,0.11548913043478261,0.794392523364486,1.2765783781577764,1.0,0.02502141422495273,1.8370800395256912,0.25351164313102015,0.1770833333333333,0.455657903583675,0.48999102150757046
"frozenset({'High Hours', 'Depression_Present'})","frozenset({'Improve', 'Anxiety_Present'})",0.24864130434782608,0.59375,0.19157608695652173,0.7704918032786885,1.2976704055220016,1.0,0.0439453125,1.7700892857142854,0.30529798776499556,0.29436325678496866,0.4350567465321563,0.5465731327606257
"frozenset({'No effect', 'Depression_Present'})",frozenset({'Anxiety_Present'}),0.125,0.7595108695652174,0.10733695652173914,0.8586956521739131,1.1305903398926656,1.0,0.01239809782608696,1.7019230769230773,0.13200723327305608,0.13811188811188813,0.4124293785310736,0.5000097223302481
"frozenset({'Rock', 'Anxiety_Present'})",frozenset({'Depression_Present'}),0.1983695652173913,0.6222826086956522,0.15353260869565216,0.773972602739726,1.2437638332236645,1.0,0.030090678166351595,1.6711133069828719,0.2444877756112194,0.230142566191446,0.4015965309943825,0.5103487467847101
"frozenset({'High Hours', 'Anxiety_Present'})","frozenset({'Improve', 'Depression_Present'})",0.28940217391304346,0.47690217391304346,0.19157608695652173,0.6619718309859155,1.3880662894747402,1.0,0.05355956108223062,1.5474977355072466,0.39343395305317114,0.3333333333333333,0.35379550027437356,0.5318406163476586
frozenset({'Depression_Absent'}),frozenset({'Anxiety_Absent'}),0.37771739130434784,0.24048913043478262,0.18206521739130435,0.48201438848920863,2.0043084176726413,1.0,0.09122829040642721,1.4662779287439613,0.8052206217819201,0.41744548286604355,0.31800105532747325,0.619538267690932
frozenset({'Anxiety_Present'}),frozenset({'Depression_Present'}),0.7595108695652174,0.6222826086956522,0.563858695652174,0.7423971377459749,1.1930224746310862,1.0,0.09122829040642721,1.4662779287439611,0.6727656388264923,0.6893687707641196,0.31800105532747314,0.8242553374319395
"frozenset({'Rock', 'Improve'})",frozenset({'Anxiety_Present'}),0.17391304347826086,0.7595108695652174,0.1453804347826087,0.8359375000000001,1.1006261180679786,1.0,0.013291587901701318,1.4658385093167712,0.11067388096409243,0.18448275862068966,0.31779661016949196,0.5136753689624329
"frozenset({'Improve', 'Anxiety_Present'})",frozenset({'Depression_Present'}),0.59375,0.6222826086956522,0.44021739130434784,0.7414187643020596,1.1914502413238337,1.0,0.07073709239130432,1.4607300884955754,0.39553656220322875,0.5674255691768826,0.31541082923135183,0.7244211725440428
frozenset({'Anxiety_Absent'}),"frozenset({'Low-Medium', 'Depression_Absent'})",0.24048913043478262,0.25679347826086957,0.11684782608695653,0.4858757062146893,1.8920874062117001,1.0,0.05509178579867675,1.445577520305781,0.620772142946291,0.30714285714285716,0.30823495388301886,0.47045108062057217
frozenset({'Anxiety_Absent'}),"frozenset({'Depression_Absent', 'Improve'})",0.24048913043478262,0.2703804347826087,0.11684782608695653,0.4858757062146893,1.7970076370553332,1.0,0.051824270439508505,1.4191501433349258,0.5839539043973873,0.296551724137931,0.2953529232290713,0.4590182551173949
"frozenset({'High Hours', 'Anxiety_Present'})",frozenset({'Improve'}),0.28940217391304346,0.7472826086956522,0.23777173913043478,0.8215962441314555,1.099445155783184,1.0,0.02150652764650285,1.416547482837529,0.12728762633160345,0.29761904761904756,0.2940582563481248,0.5698890311566368
"frozenset({'Anxiety_Present', 'No effect'})",frozenset({'Depression_Present'}),0.14673913043478262,0.6222826086956522,0.10733695652173914,0.7314814814814814,1.1754811580139088,1.0,0.016023747637051028,1.4066716641679156,0.17495767153108105,0.162217659137577,0.28910205169197944,0.45198528222545686
"frozenset({'High Hours', 'Anxiety_Present', 'Depression_Present'})",frozenset({'Improve'}),0.23369565217391305,0.7472826086956522,0.19157608695652173,0.819767441860465,1.0969978858350948,1.0,0.01693939035916822,1.4021739130434772,0.11538654997233526,0.2426850258175559,0.2868217054263561,0.5380655391120507
"frozenset({'Low-Medium', 'Depression_Absent'})",frozenset({'Anxiety_Absent'}),0.25679347826086957,0.24048913043478262,0.11684782608695653,0.45502645502645506,1.8920874062117001,1.0,0.05509178579867675,1.3936655761924865,0.6343905446197016,0.30714285714285716,0.28246774758402665,0.47045108062057217
frozenset({'Depression_Present'}),"frozenset({'Improve', 'Anxiety_Present'})",0.6222826086956522,0.59375,0.44021739130434784,0.7074235807860262,1.1914502413238335,1.0,0.07073709239130432,1.388526119402985,0.42541522337685395,0.5674255691768826,0.2798118911656029,0.7244211725440428
"frozenset({'Depression_Absent', 'Improve'})",frozenset({'Anxiety_Absent'}),0.2703804347826087,0.24048913043478262,0.11684782608695653,0.4321608040201005,1.797007637055333,1.0,0.051824270439508505,1.33754569065025,0.6078775280412281,0.296551724137931,0.2523619888350518,0.4590182551173949
frozenset({'Pop'}),frozenset({'Low-Medium'}),0.15489130434782608,0.6304347826086957,0.11141304347826086,0.7192982456140351,1.1409558378705384,1.0,0.013764177693761814,1.3165760869565217,0.14618461297153162,0.16532258064516128,0.24045407636738905,0.4480111917725348
"frozenset({'Rock', 'Depression_Present'})","frozenset({'Improve', 'Anxiety_Present'})",0.1671195652173913,0.59375,0.11548913043478261,0.6910569105691057,1.163885323063757,1.0,0.016261888586956527,1.3149671052631577,0.16906247001247487,0.1789473684210526,0.23952470293933706,0.4427824598612119
frozenset({'Pop'}),frozenset({'Anxiety_Present'}),0.15489130434782608,0.7595108695652174,0.12635869565217392,0.8157894736842106,1.074098484135204,1.0,0.008717066398865797,1.305512422360249,0.08163053625142631,0.1603448275862069,0.2340172465060961,0.49107899444496755
"frozenset({'Rock', 'Improve'})","frozenset({'Anxiety_Present', 'Depression_Present'})",0.17391304347826086,0.563858695652174,0.11548913043478261,0.6640625,1.177710843373494,1.0,0.017426748582230617,1.2982810920121333,0.18266253869969032,0.185589519650655,0.22975077881619932,0.43444088855421686
"frozenset({'Depression_Absent', 'Anxiety_Present'})",frozenset({'Low-Medium'}),0.1956521739130435,0.6304347826086957,0.13994565217391305,0.7152777777777778,1.1345785440613028,1.0,0.016599716446124763,1.297985153764581,0.14746785620572025,0.20396039603960398,0.2295751633986928,0.4686302681992337
"frozenset({'Low-Medium', 'Anxiety_Present'})",frozenset({'Depression_Present'}),0.4701086956521739,0.6222826086956522,0.33016304347826086,0.7023121387283238,1.1286064063407124,1.0,0.03762257797731566,1.2688370620514986,0.21504695578769634,0.4331550802139037,0.2118767413814614,0.6164399121589217
"frozenset({'High Hours', 'Improve'})",frozenset({'Anxiety_Present'}),0.29347826086956524,0.7595108695652174,0.23777173913043478,0.8101851851851851,1.066719671370834,1.0,0.014871810018903558,1.2669671261930004,0.08852747252747233,0.29166666666666663,0.2107135383971539,0.5616221095872258
"frozenset({'High Hours', 'Improve'})","frozenset({'Anxiety_Present', 'Depression_Present'})",0.29347826086956524,0.563858695652174,0.19157608695652173,0.6527777777777777,1.157697456492637,1.0,0.02609581758034024,1.2560869565217387,0.19279869067103095,0.2877551020408163,0.20387677397023163,0.49626840696117797
"frozenset({'Low-Medium', 'Improve', 'Anxiety_Present'})",frozenset({'Depression_Present'}),0.35597826086956524,0.6222826086956522,0.24864130434782608,0.698473282442748,1.1224374145804858,1.0,0.027122223534971596,1.2526829939460644,0.1693758502224986,0.34078212290502785,0.20171343840957728,0.5490183006100202
"frozenset({'Rock', 'Anxiety_Present'})","frozenset({'Improve', 'Depression_Present'})",0.1983695652173913,0.47690217391304346,0.11548913043478261,0.5821917808219178,1.220778207079577,1.0,0.020886253544423444,1.252004632929437,0.2256031904287139,0.20631067961165048,0.20128091086995198,0.41217851149358
"frozenset({'High Hours', 'Depression_Present'})",frozenset({'Improve'}),0.24864130434782608,0.7472826086956522,0.1983695652173913,0.7978142076502732,1.0676204669647291,1.0,0.0125642426748582,1.2499265569917741,0.08429735688275641,0.24872231686541738,0.19995299371290895,0.5316343765524093
frozenset({'Anxiety_Present'}),"frozenset({'Improve', 'Depression_Present'})",0.7595108695652174,0.47690217391304346,0.44021739130434784,0.5796064400715564,1.2153570937112976,1.0,0.07800500649810965,1.2443050416281223,0.7368173258003767,0.5529010238907851,0.19633854517575455,0.7513416815742398
"frozenset({'Depression_Absent', 'Improve', 'Anxiety_Present'})",frozenset({'Low-Medium'}),0.15353260869565216,0.6304347826086957,0.10733695652173914,0.6991150442477877,1.1089411046689046,1.0,0.010544659735349723,1.2282608695652177,0.1160574598207937,0.15863453815261044,0.18584070796460195,0.4346868324687214
frozenset({'High Hours'}),frozenset({'Improve'}),0.3695652173913043,0.7472826086956522,0.29347826086956524,0.7941176470588237,1.062673796791444,1.0,0.017308601134215507,1.2274844720496902,0.09355044699872288,0.3564356435643565,0.18532574320050657,0.5934224598930482
frozenset({'Depression_Absent'}),"frozenset({'Anxiety_Absent', 'Improve'})",0.37771739130434784,0.15353260869565216,0.11684782608695653,0.30935251798561153,2.0148978162602664,1.0,0.058855889650283565,1.2256142436594206,0.8094343454859351,0.28196721311475414,0.1840825894661478,0.5352072324441333
frozenset({'Depression_Absent'}),"frozenset({'Low-Medium', 'Anxiety_Absent'})",0.37771739130434784,0.16032608695652173,0.11684782608695653,0.30935251798561153,1.9295207901475433,1.0,0.05628987476370511,1.2157778532608696,0.7741444094648118,0.27741935483870966,0.17748131591813932,0.5190830386538228
"frozenset({'Low-Medium', 'Depression_Present'})","frozenset({'Improve', 'Anxiety_Present'})",0.3736413043478261,0.59375,0.24864130434782608,0.6654545454545454,1.1207655502392344,1.0,0.026791779891304324,1.2143342391304346,0.17203039247063273,0.3459357277882797,0.1765034965034964,0.542109423757021
"frozenset({'Depression_Absent', 'Anxiety_Present'})","frozenset({'Low-Medium', 'Improve'})",0.1956521739130435,0.453804347826087,0.10733695652173914,0.5486111111111112,1.208915502328676,1.0,0.018549149338374288,1.2100334448160537,0.21484775915155657,0.19799498746867167,0.17357656163626317,0.3925690286094478
"frozenset({'Rock', 'Improve'})",frozenset({'Depression_Present'}),0.17391304347826086,0.6222826086956522,0.11956521739130435,0.6875,1.1048034934497817,1.0,0.011342155009451793,1.208695652173913,0.11483253588516744,0.17670682730923692,0.17266187050359702,0.4398198689956332
frozenset({'No effect'}),frozenset({'Low-Medium'}),0.2296195652173913,0.6304347826086957,0.15896739130434784,0.6923076923076924,1.0981432360742707,1.0,0.01420723062381854,1.2010869565217395,0.11601019008426428,0.22674418604651167,0.16742081447963822,0.4722314323607427
